ComplaintID,CustomerID,ComplaintDate,Channel,ComplaintText,Category,ResolutionTime,Resolved,SatisfactionScore
3939,175,2025-08-01,Chat,The product quality is poor.,Product Quality,14,Yes,1
3940,23,2023-08-26,Social Media,My order hasn't arrived on time.,Delivery Delay,54,No,1
3941,148,2023-04-14,Social Media,Repeated issues with the same problem.,Payment,44,Yes,3
3942,31,2023-07-29,Social Media,Tracking number doesn't work.,Delivery Delay,29,Yes,3
3943,14,2024-07-07,Social Media,Payment did not go through.,Payment,2,No,2
3944,23,2025-04-07,Social Media,Repeated issues with the same problem.,Other,34,Yes,2
3945,2,2024-04-12,Chat,My order hasn't arrived on time.,Delivery Delay,20,Yes,1
3946,157,2024-03-29,Chat,Website is not user-friendly.,Returns,68,Yes,1
3947,178,2023-09-25,Chat,Received the wrong item.,Delivery Delay,34,No,2
3948,73,2024-01-21,Social Media,My order hasn't arrived on time.,Delivery Delay,66,Yes,3
3949,59,2025-02-13,Chat,Long waiting time for assistance.,Customer Support,82,Yes,2
3950,33,2025-04-27,Social Media,No response to my email.,Customer Support,79,Yes,3
3951,176,2024-01-22,Social Media,Refund has not been processed.,Payment,13,Yes,2
3952,172,2025-05-26,Chat,Payment did not go through.,Payment,9,No,3
3953,140,2023-09-16,Phone,Payment did not go through.,Payment,19,Yes,1
3954,83,2023-10-10,Chat,Package arrived damaged.,Delivery Delay,57,No,2
3955,170,2024-09-17,Social Media,I want to return my order but the process is difficult.,Returns,57,Yes,3
3956,35,2025-05-24,Email,Repeated issues with the same problem.,Returns,7,Yes,3
3957,41,2023-02-09,Social Media,Couldn't get through to customer support.,Customer Support,55,Yes,2
3958,183,2024-04-30,Social Media,Repeated issues with the same problem.,Product Quality,4,Yes,1
3959,110,2025-07-17,Chat,Couldn't get through to customer support.,Customer Support,50,Yes,3
3960,141,2023-08-08,Social Media,The product quality is poor.,Product Quality,23,Yes,1
3961,39,2023-05-09,Email,Tracking number doesn't work.,Delivery Delay,20,Yes,1
3962,194,2024-06-03,Chat,The support agent was rude.,Customer Support,81,No,1
3963,163,2024-09-04,Chat,Refund has not been processed.,Payment,12,Yes,3
3964,116,2025-07-16,Social Media,Website is not user-friendly.,Other,17,Yes,3
3965,72,2025-06-10,Chat,My order hasn't arrived on time.,Delivery Delay,53,Yes,2
3966,161,2024-11-18,Chat,Refund has not been processed.,Payment,10,Yes,1
3967,89,2024-09-10,Social Media,Tracking number doesn't work.,Delivery Delay,40,Yes,3
3968,164,2024-09-04,Chat,Couldn't get through to customer support.,Customer Support,79,Yes,3
3969,141,2023-09-17,Chat,Refund has not been processed.,Payment,3,Yes,2
3970,56,2025-08-23,Social Media,I was overcharged.,Other,47,Yes,1
3971,174,2024-01-01,Chat,No response to my email.,Customer Support,92,No,1
3972,99,2025-01-27,Chat,My order hasn't arrived on time.,Delivery Delay,54,Yes,1
3973,46,2025-02-25,Email,I want to return my order but the process is difficult.,Returns,26,Yes,2
3974,100,2024-06-27,Social Media,The product quality is poor.,Product Quality,32,Yes,2
3975,113,2024-10-10,Email,I want to return my order but the process is difficult.,Returns,41,Yes,3
3976,111,2024-06-07,Email,Couldn't get through to customer support.,Customer Support,81,Yes,2
3977,172,2025-06-25,Social Media,Received the wrong item.,Delivery Delay,53,No,1
3978,174,2025-03-24,Chat,Repeated issues with the same problem.,Other,53,Yes,3
3979,74,2025-06-05,Social Media,Couldn't get through to customer support.,Customer Support,59,No,2
3980,69,2023-01-16,Social Media,The product quality is poor.,Product Quality,38,Yes,3
3981,31,2023-05-09,Chat,I was overcharged.,Product Quality,17,Yes,1
3982,125,2024-07-28,Chat,My order hasn't arrived on time.,Delivery Delay,48,Yes,2
3983,24,2023-04-19,Chat,No response to my email.,Customer Support,59,Yes,3
3984,32,2025-06-05,Social Media,Tracking number doesn't work.,Delivery Delay,62,Yes,1
3985,113,2024-06-16,Chat,The support agent was rude.,Customer Support,82,Yes,1
3986,195,2024-10-31,Social Media,Long waiting time for assistance.,Customer Support,68,Yes,1
3987,16,2023-09-26,Chat,I want to return my order but the process is difficult.,Returns,25,Yes,2
3988,185,2023-06-11,Chat,Couldn't get through to customer support.,Customer Support,51,Yes,1
3989,108,2023-09-17,Chat,Tracking number doesn't work.,Delivery Delay,70,No,1
3990,24,2025-07-12,Chat,No response to my email.,Customer Support,54,Yes,2
3991,34,2023-04-12,Chat,I want to return my order but the process is difficult.,Returns,40,Yes,2
3992,128,2024-05-20,Chat,Couldn't get through to customer support.,Customer Support,58,Yes,2
3993,52,2025-01-04,Social Media,The product quality is poor.,Product Quality,38,Yes,2
3994,48,2024-07-24,Chat,I want to return my order but the process is difficult.,Returns,71,Yes,2
3995,87,2023-09-04,Social Media,Couldn't get through to customer support.,Customer Support,89,Yes,1
3996,119,2024-10-01,Chat,Long waiting time for assistance.,Customer Support,49,Yes,2
3997,181,2025-03-05,Phone,My order hasn't arrived on time.,Delivery Delay,49,Yes,2
3998,183,2025-04-16,Social Media,No response to my email.,Customer Support,54,No,2
3999,38,2024-06-20,Chat,The product quality is poor.,Product Quality,13,Yes,2
4000,130,2023-05-11,Chat,Tracking number doesn't work.,Delivery Delay,33,Yes,2
4001,69,2023-12-19,Chat,Long waiting time for assistance.,Customer Support,85,Yes,1
4002,82,2023-07-15,Chat,Tracking number doesn't work.,Delivery Delay,56,Yes,1
4003,118,2025-03-03,Social Media,The support agent was rude.,Customer Support,85,No,3
4004,53,2025-07-04,Phone,Refund has not been processed.,Payment,15,Yes,3
4005,50,2025-07-18,Chat,Received the wrong item.,Delivery Delay,68,Yes,1
4006,157,2024-10-27,Social Media,My order hasn't arrived on time.,Delivery Delay,32,No,2
4007,74,2024-01-17,Email,The product quality is poor.,Product Quality,41,Yes,3
4008,183,2024-10-06,Social Media,I want to return my order but the process is difficult.,Returns,69,Yes,1
4009,106,2023-08-15,Email,Tracking number doesn't work.,Delivery Delay,43,Yes,1
4010,189,2024-12-01,Chat,Long waiting time for assistance.,Customer Support,83,Yes,3
4011,50,2024-04-20,Social Media,Repeated issues with the same problem.,Payment,4,No,1
4012,16,2024-04-21,Email,No response to my email.,Customer Support,78,Yes,1
4013,87,2023-09-22,Social Media,My order hasn't arrived on time.,Delivery Delay,65,Yes,2
4014,94,2024-01-07,Social Media,The product quality is poor.,Product Quality,30,Yes,2
4015,70,2024-04-30,Chat,The product quality is poor.,Product Quality,36,No,3
4016,172,2024-03-09,Chat,I want to return my order but the process is difficult.,Returns,42,No,3
4017,100,2024-10-07,Chat,The product quality is poor.,Product Quality,46,Yes,3
4018,144,2023-07-30,Social Media,I was overcharged.,Payment,40,Yes,1
4019,28,2024-07-25,Social Media,Website is not user-friendly.,Product Quality,3,Yes,3
4020,185,2025-07-28,Email,My order hasn't arrived on time.,Delivery Delay,12,No,2
4021,154,2024-01-12,Chat,Couldn't get through to customer support.,Customer Support,95,Yes,2
4022,86,2024-01-30,Chat,I was overcharged.,Other,20,Yes,1
4023,118,2024-03-25,Chat,I was overcharged.,Other,33,Yes,3
4024,11,2025-07-31,Social Media,Tracking number doesn't work.,Delivery Delay,7,No,1
4025,129,2023-12-30,Social Media,Tracking number doesn't work.,Delivery Delay,65,No,1
4026,69,2025-05-25,Phone,Couldn't get through to customer support.,Customer Support,92,Yes,3
4027,171,2024-04-01,Chat,My order hasn't arrived on time.,Delivery Delay,20,Yes,1
4028,174,2024-12-25,Chat,Package arrived damaged.,Delivery Delay,48,Yes,2
4029,105,2024-12-28,Chat,Received the wrong item.,Delivery Delay,62,Yes,3
4030,36,2023-08-14,Social Media,Repeated issues with the same problem.,Returns,52,Yes,3
4031,66,2023-05-11,Email,My order hasn't arrived on time.,Delivery Delay,23,No,2
4032,185,2024-08-10,Chat,Payment did not go through.,Payment,2,Yes,2
4033,134,2024-04-20,Chat,The product quality is poor.,Product Quality,37,Yes,2
4034,190,2025-03-08,Chat,Refund has not been processed.,Payment,3,Yes,1
4035,155,2023-10-04,Chat,I want to return my order but the process is difficult.,Returns,69,Yes,3
4036,125,2023-06-05,Social Media,Website is not user-friendly.,Other,27,Yes,3
4037,154,2025-01-29,Social Media,Refund has not been processed.,Payment,12,Yes,1
4038,141,2023-08-06,Chat,Couldn't get through to customer support.,Customer Support,72,Yes,2
4039,76,2023-07-09,Chat,I want to return my order but the process is difficult.,Returns,54,No,3
4040,146,2024-02-21,Social Media,I want to return my order but the process is difficult.,Returns,56,No,2
4041,38,2024-11-05,Social Media,Repeated issues with the same problem.,Delivery Delay,22,Yes,1
4042,6,2024-11-22,Social Media,Long waiting time for assistance.,Customer Support,66,Yes,3
4043,126,2024-06-29,Chat,I want to return my order but the process is difficult.,Returns,44,Yes,2
4044,92,2023-02-10,Chat,Tracking number doesn't work.,Delivery Delay,54,Yes,1
4045,28,2023-11-03,Chat,Website is not user-friendly.,Other,63,No,3
4046,89,2025-07-31,Chat,Tracking number doesn't work.,Delivery Delay,20,Yes,2
4047,5,2023-12-04,Chat,The product quality is poor.,Product Quality,7,No,1
4048,187,2023-11-10,Social Media,Payment did not go through.,Payment,20,Yes,1
4049,111,2023-03-16,Social Media,The support agent was rude.,Customer Support,77,Yes,3
4050,108,2025-08-10,Chat,Repeated issues with the same problem.,Delivery Delay,28,Yes,3
4051,45,2023-10-06,Chat,Website is not user-friendly.,Other,63,Yes,3
4052,112,2023-06-25,Chat,I was overcharged.,Customer Support,55,No,3
4053,181,2025-06-14,Social Media,Long waiting time for assistance.,Customer Support,56,No,3
4054,2,2024-10-23,Chat,Refund has not been processed.,Payment,5,No,2
4055,177,2023-09-30,Chat,No response to my email.,Customer Support,67,Yes,2
4056,90,2025-04-16,Chat,The product quality is poor.,Product Quality,29,Yes,3
4057,115,2024-09-11,Social Media,My order hasn't arrived on time.,Delivery Delay,64,Yes,1
4058,63,2024-10-12,Chat,Couldn't get through to customer support.,Customer Support,52,Yes,1
4059,92,2025-05-11,Chat,I was overcharged.,Other,43,Yes,2
4060,70,2025-02-21,Social Media,Payment did not go through.,Payment,2,Yes,1
4061,186,2025-05-08,Social Media,The product quality is poor.,Product Quality,37,Yes,3
4062,4,2025-07-19,Chat,Package arrived damaged.,Delivery Delay,39,Yes,2
4063,158,2023-10-16,Social Media,My order hasn't arrived on time.,Delivery Delay,48,Yes,2
4064,57,2024-12-24,Chat,Payment did not go through.,Payment,10,Yes,1
4065,47,2025-06-11,Chat,Package arrived damaged.,Delivery Delay,49,Yes,2
4066,146,2023-09-29,Social Media,My order hasn't arrived on time.,Delivery Delay,23,Yes,1
4067,108,2025-07-18,Social Media,Website is not user-friendly.,Returns,62,Yes,3
4068,95,2023-03-07,Phone,Repeated issues with the same problem.,Other,18,Yes,2
4069,44,2024-04-27,Social Media,Package arrived damaged.,Delivery Delay,40,Yes,3
4070,180,2025-07-24,Email,No response to my email.,Customer Support,95,Yes,3
4071,177,2023-09-05,Social Media,My order hasn't arrived on time.,Delivery Delay,69,Yes,2
4072,158,2023-06-05,Chat,I was overcharged.,Other,28,Yes,1
4073,180,2023-02-16,Chat,Payment did not go through.,Payment,9,Yes,1
4074,37,2025-07-23,Chat,My order hasn't arrived on time.,Delivery Delay,53,Yes,3
4075,63,2024-03-29,Social Media,No response to my email.,Customer Support,86,No,3
4076,12,2023-07-20,Social Media,Refund has not been processed.,Payment,10,Yes,1
4077,17,2024-10-21,Social Media,The product quality is poor.,Product Quality,28,Yes,1
4078,34,2023-05-04,Chat,Payment did not go through.,Payment,17,Yes,3
4079,156,2023-01-01,Chat,Refund has not been processed.,Payment,9,Yes,3
4080,132,2025-01-28,Email,My order hasn't arrived on time.,Delivery Delay,36,Yes,3
4081,98,2025-05-04,Chat,My order hasn't arrived on time.,Delivery Delay,37,Yes,1
4082,46,2024-10-01,Chat,I was overcharged.,Other,18,Yes,3
4083,14,2023-07-10,Social Media,I want to return my order but the process is difficult.,Returns,53,Yes,2
4084,13,2024-08-01,Social Media,Payment did not go through.,Payment,9,Yes,1
4085,186,2024-05-30,Chat,Long waiting time for assistance.,Customer Support,65,Yes,1
4086,49,2024-03-17,Social Media,Long waiting time for assistance.,Customer Support,49,Yes,3
4087,178,2025-07-09,Social Media,Website is not user-friendly.,Returns,52,Yes,1
4088,67,2025-03-25,Chat,Package arrived damaged.,Delivery Delay,15,Yes,3
4089,21,2025-03-16,Social Media,My order hasn't arrived on time.,Delivery Delay,31,Yes,1
4090,51,2023-05-23,Chat,I was overcharged.,Returns,12,Yes,3
4091,38,2023-07-10,Social Media,Couldn't get through to customer support.,Customer Support,69,Yes,1
4092,119,2024-06-16,Email,Tracking number doesn't work.,Delivery Delay,3,Yes,1
4093,26,2023-08-15,Chat,The support agent was rude.,Customer Support,52,Yes,2
4094,6,2023-11-09,Chat,Tracking number doesn't work.,Delivery Delay,69,Yes,1
4095,18,2024-09-20,Social Media,Website is not user-friendly.,Other,63,Yes,2
4096,114,2025-08-06,Chat,Long waiting time for assistance.,Customer Support,56,No,1
4097,134,2023-10-29,Chat,I was overcharged.,Product Quality,34,No,3
4098,169,2024-10-15,Social Media,The product quality is poor.,Product Quality,5,Yes,2
4099,57,2024-04-04,Chat,Repeated issues with the same problem.,Other,10,Yes,2
4100,178,2024-02-05,Chat,Received the wrong item.,Delivery Delay,50,Yes,1
4101,25,2024-07-04,Email,Couldn't get through to customer support.,Customer Support,64,Yes,3
4102,48,2024-01-28,Email,Received the wrong item.,Delivery Delay,61,Yes,2
4103,24,2025-05-16,Social Media,My order hasn't arrived on time.,Delivery Delay,4,Yes,2
4104,158,2025-02-02,Social Media,No response to my email.,Customer Support,68,Yes,3
4105,87,2025-04-24,Social Media,The product quality is poor.,Product Quality,2,Yes,3
4106,45,2023-07-26,Chat,Refund has not been processed.,Payment,14,Yes,1
4107,43,2023-07-29,Chat,I was overcharged.,Customer Support,16,Yes,3
4108,72,2023-04-25,Chat,I was overcharged.,Returns,47,Yes,3
4109,184,2025-01-06,Email,My order hasn't arrived on time.,Delivery Delay,14,No,3
4110,70,2024-10-07,Social Media,Received the wrong item.,Delivery Delay,51,Yes,1
4111,33,2023-09-08,Chat,My order hasn't arrived on time.,Delivery Delay,14,Yes,2
4112,97,2023-08-07,Chat,The support agent was rude.,Customer Support,68,Yes,2
4113,45,2024-02-11,Social Media,I want to return my order but the process is difficult.,Returns,54,Yes,1
4114,7,2024-03-18,Chat,The support agent was rude.,Customer Support,58,No,3
4115,106,2024-08-25,Social Media,The product quality is poor.,Product Quality,43,Yes,3
4116,146,2023-12-20,Email,I was overcharged.,Payment,12,Yes,2
4117,70,2025-06-06,Social Media,No response to my email.,Customer Support,66,Yes,1
4118,45,2024-07-11,Social Media,Refund has not been processed.,Payment,3,Yes,3
4119,37,2024-07-03,Chat,The support agent was rude.,Customer Support,92,Yes,3
4120,149,2023-05-22,Chat,Long waiting time for assistance.,Customer Support,59,Yes,1
4121,172,2024-09-03,Social Media,Payment did not go through.,Payment,3,Yes,2
4122,158,2024-05-15,Chat,I was overcharged.,Product Quality,25,No,3
4123,139,2025-04-19,Email,I was overcharged.,Other,44,Yes,2
4124,8,2024-12-02,Social Media,Refund has not been processed.,Payment,20,Yes,1
4125,133,2024-06-30,Chat,Package arrived damaged.,Delivery Delay,56,No,2
4126,8,2024-10-20,Chat,No response to my email.,Customer Support,80,Yes,2
4127,5,2024-06-25,Email,Received the wrong item.,Delivery Delay,52,No,2
4128,10,2025-04-25,Phone,The support agent was rude.,Customer Support,94,Yes,3
4129,15,2024-05-21,Social Media,I want to return my order but the process is difficult.,Returns,57,Yes,1
4130,56,2024-08-18,Chat,Refund has not been processed.,Payment,19,Yes,3
4131,114,2025-05-30,Social Media,My order hasn't arrived on time.,Delivery Delay,44,Yes,2
4132,55,2023-10-08,Social Media,I want to return my order but the process is difficult.,Returns,46,No,1
4133,131,2024-02-28,Social Media,My order hasn't arrived on time.,Delivery Delay,62,Yes,3
4134,41,2025-05-05,Chat,No response to my email.,Customer Support,89,Yes,2
4135,138,2023-09-27,Chat,I was overcharged.,Other,6,Yes,1
4136,135,2023-06-03,Chat,The support agent was rude.,Customer Support,69,Yes,3
4137,191,2024-09-05,Chat,Long waiting time for assistance.,Customer Support,57,Yes,1
4138,115,2024-12-27,Social Media,Couldn't get through to customer support.,Customer Support,85,Yes,1
4139,63,2024-10-23,Social Media,Couldn't get through to customer support.,Customer Support,48,Yes,2
4140,88,2025-08-01,Chat,Received the wrong item.,Delivery Delay,29,Yes,1
4141,154,2023-03-24,Email,I want to return my order but the process is difficult.,Returns,62,No,2
4142,34,2024-09-13,Email,My order hasn't arrived on time.,Delivery Delay,47,Yes,3
4143,122,2025-08-04,Chat,Website is not user-friendly.,Customer Support,62,Yes,2
4144,200,2025-06-17,Social Media,I want to return my order but the process is difficult.,Returns,49,Yes,1
4145,167,2024-03-01,Chat,Payment did not go through.,Payment,16,Yes,2
4146,188,2023-10-02,Social Media,Received the wrong item.,Delivery Delay,43,No,1
4147,197,2024-12-13,Social Media,Tracking number doesn't work.,Delivery Delay,40,Yes,1
4148,100,2023-10-11,Social Media,Tracking number doesn't work.,Delivery Delay,66,Yes,1
4149,107,2023-06-22,Chat,My order hasn't arrived on time.,Delivery Delay,38,No,3
4150,154,2023-11-23,Social Media,Couldn't get through to customer support.,Customer Support,74,Yes,2
4151,62,2024-12-18,Social Media,Refund has not been processed.,Payment,8,Yes,1
4152,138,2023-03-04,Chat,Payment did not go through.,Payment,20,Yes,2
4153,100,2023-03-14,Chat,Tracking number doesn't work.,Delivery Delay,10,Yes,1
4154,54,2025-02-01,Social Media,My order hasn't arrived on time.,Delivery Delay,14,Yes,1
4155,159,2024-09-27,Chat,My order hasn't arrived on time.,Delivery Delay,51,Yes,1
4156,38,2024-01-10,Email,The support agent was rude.,Customer Support,88,Yes,1
4157,114,2024-09-24,Chat,Couldn't get through to customer support.,Customer Support,92,No,2
4158,25,2024-05-22,Chat,I want to return my order but the process is difficult.,Returns,67,No,2
4159,65,2025-02-25,Chat,I was overcharged.,Returns,7,Yes,3
4160,100,2025-07-31,Social Media,Refund has not been processed.,Payment,21,Yes,3
4161,178,2024-02-02,Chat,The support agent was rude.,Customer Support,50,No,3
4162,152,2023-04-30,Social Media,Long waiting time for assistance.,Customer Support,72,Yes,2
4163,155,2025-07-22,Chat,Tracking number doesn't work.,Delivery Delay,50,Yes,1
4164,178,2024-03-12,Phone,Refund has not been processed.,Payment,20,Yes,3
4165,178,2025-04-08,Chat,Received the wrong item.,Delivery Delay,37,No,1
4166,143,2024-11-06,Social Media,Package arrived damaged.,Delivery Delay,67,Yes,2
4167,17,2025-07-24,Email,Long waiting time for assistance.,Customer Support,55,Yes,3
4168,29,2024-04-09,Social Media,Couldn't get through to customer support.,Customer Support,76,No,1
4169,5,2023-10-13,Chat,Tracking number doesn't work.,Delivery Delay,23,No,2
4170,11,2023-09-22,Social Media,No response to my email.,Customer Support,80,Yes,2
4171,180,2023-11-16,Social Media,My order hasn't arrived on time.,Delivery Delay,51,Yes,1
4172,162,2024-11-03,Email,Tracking number doesn't work.,Delivery Delay,38,Yes,3
4173,81,2024-01-11,Social Media,Website is not user-friendly.,Other,64,Yes,1
4174,33,2025-03-30,Chat,The product quality is poor.,Product Quality,39,Yes,3
4175,49,2023-03-30,Social Media,No response to my email.,Customer Support,84,No,1
4176,121,2024-10-15,Social Media,The product quality is poor.,Product Quality,44,Yes,1
4177,159,2023-07-22,Email,Tracking number doesn't work.,Delivery Delay,34,Yes,3
4178,18,2025-03-31,Social Media,Website is not user-friendly.,Other,36,Yes,1
4179,115,2025-01-08,Phone,Tracking number doesn't work.,Delivery Delay,9,Yes,1
4180,5,2025-08-12,Chat,The product quality is poor.,Product Quality,39,Yes,3
4181,158,2023-11-30,Email,The support agent was rude.,Customer Support,75,No,1
4182,45,2023-08-10,Chat,Received the wrong item.,Delivery Delay,65,Yes,2
4183,120,2023-02-10,Chat,Package arrived damaged.,Delivery Delay,60,Yes,1
4184,128,2024-12-08,Chat,I was overcharged.,Returns,46,Yes,2
4185,38,2023-03-09,Chat,The product quality is poor.,Product Quality,35,Yes,3
4186,109,2025-02-14,Social Media,Received the wrong item.,Delivery Delay,8,No,3
4187,96,2024-05-28,Social Media,My order hasn't arrived on time.,Delivery Delay,50,No,1
4188,94,2025-05-22,Social Media,Received the wrong item.,Delivery Delay,48,Yes,1
4189,29,2024-09-28,Email,The support agent was rude.,Customer Support,95,No,3
4190,164,2024-09-13,Email,Website is not user-friendly.,Other,45,Yes,1
4191,137,2024-08-20,Social Media,I was overcharged.,Other,3,No,3
4192,23,2025-07-25,Chat,Received the wrong item.,Delivery Delay,50,No,1
4193,131,2024-09-23,Chat,Refund has not been processed.,Payment,11,Yes,3
4194,86,2023-05-07,Email,Long waiting time for assistance.,Customer Support,79,Yes,2
4195,184,2023-09-12,Phone,I want to return my order but the process is difficult.,Returns,30,No,2
4196,168,2024-11-25,Social Media,The product quality is poor.,Product Quality,28,Yes,1
4197,184,2023-01-16,Social Media,Website is not user-friendly.,Other,5,Yes,3
4198,58,2024-04-21,Chat,Long waiting time for assistance.,Customer Support,52,Yes,1
4199,159,2023-03-03,Social Media,Payment did not go through.,Payment,19,Yes,3
4200,11,2025-05-30,Chat,Repeated issues with the same problem.,Other,19,No,2
4201,42,2024-03-07,Social Media,My order hasn't arrived on time.,Delivery Delay,5,Yes,1
4202,131,2024-10-31,Chat,I want to return my order but the process is difficult.,Returns,67,No,2
4203,185,2023-09-25,Chat,Refund has not been processed.,Payment,20,Yes,1
4204,14,2023-02-04,Email,Couldn't get through to customer support.,Customer Support,67,Yes,1
4205,46,2025-02-17,Social Media,The support agent was rude.,Customer Support,72,No,2
4206,147,2024-07-29,Email,Tracking number doesn't work.,Delivery Delay,59,Yes,1
4207,124,2024-05-08,Social Media,I want to return my order but the process is difficult.,Returns,39,Yes,3
4208,60,2024-07-15,Chat,Website is not user-friendly.,Other,41,Yes,2
4209,159,2024-04-13,Chat,Website is not user-friendly.,Payment,38,Yes,1
4210,36,2025-02-05,Social Media,Website is not user-friendly.,Other,43,Yes,3
4211,160,2024-10-22,Chat,My order hasn't arrived on time.,Delivery Delay,20,Yes,2
4212,191,2023-11-21,Phone,Received the wrong item.,Delivery Delay,33,No,1
4213,26,2023-10-31,Social Media,The product quality is poor.,Product Quality,17,No,3
4214,65,2023-10-03,Chat,Package arrived damaged.,Delivery Delay,47,Yes,1
4215,130,2025-05-18,Phone,Couldn't get through to customer support.,Customer Support,68,Yes,3
4216,70,2025-08-20,Chat,Tracking number doesn't work.,Delivery Delay,23,Yes,1
4217,126,2024-11-14,Chat,Website is not user-friendly.,Delivery Delay,60,No,3
4218,173,2025-07-17,Chat,Tracking number doesn't work.,Delivery Delay,53,Yes,2
4219,153,2023-07-20,Social Media,I was overcharged.,Other,4,Yes,3
4220,40,2024-03-20,Chat,Payment did not go through.,Payment,13,Yes,1
4221,146,2025-06-23,Chat,My order hasn't arrived on time.,Delivery Delay,16,Yes,1
4222,110,2023-11-20,Chat,No response to my email.,Customer Support,95,Yes,3
4223,98,2023-02-04,Email,Website is not user-friendly.,Delivery Delay,18,Yes,3
4224,12,2024-04-26,Chat,Payment did not go through.,Payment,7,No,1
4225,24,2024-12-28,Social Media,Couldn't get through to customer support.,Customer Support,86,Yes,2
4226,171,2024-04-24,Chat,Package arrived damaged.,Delivery Delay,67,Yes,1
4227,32,2023-03-06,Chat,Couldn't get through to customer support.,Customer Support,74,No,2
4228,114,2023-01-08,Social Media,The product quality is poor.,Product Quality,11,No,3
4229,47,2023-10-28,Chat,Refund has not been processed.,Payment,11,Yes,1
4230,173,2023-12-09,Chat,The product quality is poor.,Product Quality,46,Yes,1
4231,35,2024-03-06,Email,Received the wrong item.,Delivery Delay,47,Yes,2
4232,122,2024-02-28,Chat,Tracking number doesn't work.,Delivery Delay,33,No,2
4233,128,2023-11-28,Phone,The support agent was rude.,Customer Support,61,No,3
4234,137,2024-03-13,Phone,Couldn't get through to customer support.,Customer Support,73,No,3
4235,10,2024-08-10,Chat,The support agent was rude.,Customer Support,85,Yes,3
4236,65,2023-06-23,Chat,My order hasn't arrived on time.,Delivery Delay,69,Yes,3
4237,187,2024-07-12,Chat,Long waiting time for assistance.,Customer Support,48,Yes,1
4238,98,2024-06-10,Chat,I want to return my order but the process is difficult.,Returns,26,Yes,1
4239,185,2025-05-22,Social Media,I was overcharged.,Other,17,Yes,1
4240,10,2024-10-20,Social Media,Website is not user-friendly.,Other,37,Yes,1
4241,147,2023-01-26,Chat,My order hasn't arrived on time.,Delivery Delay,48,Yes,2
4242,109,2025-03-30,Chat,Repeated issues with the same problem.,Customer Support,19,Yes,2
4243,178,2024-08-27,Social Media,I was overcharged.,Product Quality,61,Yes,2
4244,68,2024-02-10,Chat,Couldn't get through to customer support.,Customer Support,69,Yes,2
4245,104,2023-08-20,Social Media,Payment did not go through.,Payment,3,Yes,1
4246,5,2024-06-16,Email,Tracking number doesn't work.,Delivery Delay,39,Yes,1
4247,157,2025-03-29,Email,The support agent was rude.,Customer Support,83,Yes,3
4248,116,2024-07-03,Social Media,Package arrived damaged.,Delivery Delay,40,Yes,3
4249,5,2025-02-26,Social Media,The product quality is poor.,Product Quality,41,Yes,2
4250,60,2024-05-19,Chat,I want to return my order but the process is difficult.,Returns,54,Yes,3
4251,65,2024-10-30,Social Media,Refund has not been processed.,Payment,19,Yes,1
4252,127,2023-06-28,Chat,My order hasn't arrived on time.,Delivery Delay,43,Yes,2
4253,28,2023-05-12,Social Media,Long waiting time for assistance.,Customer Support,85,No,1
4254,83,2025-04-02,Chat,Refund has not been processed.,Payment,5,Yes,1
4255,129,2024-03-30,Chat,I was overcharged.,Product Quality,30,Yes,1
4256,29,2023-12-14,Social Media,No response to my email.,Customer Support,84,Yes,3
4257,179,2024-06-23,Phone,Repeated issues with the same problem.,Other,12,Yes,1
4258,164,2025-02-10,Email,The support agent was rude.,Customer Support,66,Yes,2
4259,160,2024-02-10,Chat,The support agent was rude.,Customer Support,55,Yes,1
4260,64,2023-03-17,Chat,Website is not user-friendly.,Customer Support,44,Yes,2
4261,142,2025-07-29,Chat,Payment did not go through.,Payment,13,Yes,2
4262,32,2024-08-01,Chat,No response to my email.,Customer Support,95,Yes,1
4263,9,2025-05-03,Phone,Payment did not go through.,Payment,14,Yes,1
4264,139,2024-05-06,Social Media,Received the wrong item.,Delivery Delay,51,Yes,3
4265,176,2023-07-13,Email,The product quality is poor.,Product Quality,34,Yes,3
4266,179,2023-06-11,Phone,Couldn't get through to customer support.,Customer Support,75,Yes,2
4267,132,2023-12-13,Social Media,Couldn't get through to customer support.,Customer Support,80,Yes,1
4268,41,2025-08-08,Chat,The support agent was rude.,Customer Support,62,Yes,2
4269,25,2023-12-27,Chat,Package arrived damaged.,Delivery Delay,37,Yes,2
4270,145,2025-02-07,Chat,My order hasn't arrived on time.,Delivery Delay,63,Yes,3
4271,175,2024-08-06,Social Media,Tracking number doesn't work.,Delivery Delay,16,Yes,1
4272,8,2023-03-28,Chat,Package arrived damaged.,Delivery Delay,44,Yes,2
4273,58,2025-07-22,Social Media,Couldn't get through to customer support.,Customer Support,95,No,3
4274,109,2023-09-19,Social Media,Repeated issues with the same problem.,Other,41,No,1
4275,129,2023-08-02,Phone,No response to my email.,Customer Support,69,Yes,2
4276,2,2024-10-26,Social Media,I was overcharged.,Other,9,Yes,1
4277,10,2024-12-22,Chat,Repeated issues with the same problem.,Other,20,Yes,1
4278,91,2025-07-01,Chat,Repeated issues with the same problem.,Other,47,Yes,3
4279,117,2024-07-26,Phone,Couldn't get through to customer support.,Customer Support,61,Yes,3
4280,155,2025-02-18,Phone,My order hasn't arrived on time.,Delivery Delay,49,No,1
4281,141,2023-09-19,Social Media,The product quality is poor.,Product Quality,37,Yes,2
